scope,addr,name,signature,type,comment,evidence,basis
OemServiceSmm,0x7160,print_customization_state,,reader,"Reads five single bytes with the reader pointer at 0x90D8, at offsets 0x2E, 0x2F, 0x30, 0x31 and 0x32, into [RBP+0x6F], [RBP+0x73], [RBP+0x74], [RBP+0x75] and [RBP+0x76] respectively, zeroing the first two destination words beforehand. It then clears the text buffer, formats the template at 0xD260 with the five values into a buffer whose size 0x64 is passed to 0x8B40, and appends the result.",bios/ghidra/listings/OemServiceSmm/00007160.asm; bios/decompiled/OemServiceSmm.c,hand-decoded
Setup,0x00007230,rebuild_and_write_sec_config_var,,nvram-write,"Allocates 0x356 bytes into 0x292F8 if that global is null, calls 0x6D10 and stores its 16-bit return as the first word of the buffer. It then calls 0x70F8 with the buffer once for each index below the word at 0x29318, and finally writes the buffer to the variable at 0x26278 (decompiler label HDDSecConfig) with the GUID at 0x24250, attributes 2 and a size of 0x356 through [0x294A0+0x58], and again through 0x1EBD4.",bios/ghidra/listings/Setup/00007230.asm; bios/decompiled/Setup.c,hand-decoded
OemServiceSmm,0x72F0,append_logo_help,,writer,"Sets [RCX+0x14] to 2, clears the text buffer and appends the three strings at 0xC900, 0xD2A8 and 0xD2D8 through 0x1530, the last as a tail call.",bios/ghidra/listings/OemServiceSmm/000072F0.asm; bios/decompiled/OemServiceSmm.c,hand-decoded
Setup,0x000072FC,set_narrow_name_via_protocol,,protocol,"Zeroes a 0x21-byte buffer and fills it with the low bytes of up to 0x21 16-bit words from the array in the first argument, stopping at the first zero word. It calls the method at +0x10 of the object in the second argument with 1 when the third argument is zero and 0 otherwise, returning 0x800000000000000F when that call fails. On success it loads the table at 0x29498 and computes the second argument plus 0x17 into RCX, which is the first argument setup for a further call at offset +0x160; the instructions for that call lie past the end of this listing, and the decompiled C reads them as a 0x21-byte copy into that address followed by a store of 1 at second-argument+0x15 when the third argument is zero.",bios/ghidra/listings/Setup/000072FC.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x000073B0,set_name_from_string_or_table,,protocol,"Fetches the entry for the index in the first argument with 0x6E00 and returns 0 when it is null, and calls the method at offset 0 of the pointer that entry holds twice into a 16-bit slot, keeping bit 2 of the first returned byte and abandoning the operation on any error or when that bit is set. If the 16-bit string in the second argument is empty it calls the method at +0x18 with 0x29300+0x17+index*0x40; otherwise it narrows up to 0x21 characters of that string into a zeroed stack buffer and calls the method at +0x08 with that buffer and a null fourth argument. Both calls pass 1 when the third argument is zero and 0 otherwise, and the function returns 1 when the call succeeded and 0 otherwise.",bios/ghidra/listings/Setup/000073B0.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x000074CC,fill_buffer_with_random_bytes,,logic,"Fills the caller's buffer with Count (DL) bytes of random data: writes Count>>3 qwords, then the remaining Count&7 bytes taken one per draw from the low end of a single 8-byte value, from 0x230D4. 0x230D4 calls the RDRAND wrapper at 0x483 and gives up (returning 0) after 10 consecutive RDRAND failures, so the bytes it supplies are uninitialised in that case. No caller inside this module is visible in the listings.",bios/ghidra/listings/Setup/000074CC.asm; bios/decompiled/Setup.c,hand-decoded
OemServiceSmm,0x7594,append_turbo_mode_help,,writer,"Clears the text buffer, appends the strings at 0xD378, 0xD3A8 and 0xD3D8, then twice formats the 3-word entry at 0x9CD8 (advancing the pointer by 0xC each time) with the template at 0xADE0 into a 0x100-byte stack buffer and appends the result.",bios/ghidra/listings/OemServiceSmm/00007594.asm; bios/decompiled/OemServiceSmm.c,hand-decoded
OemServiceSmm,0x7638,get_turbo_mode_name,,reader,"Reads one byte with the reader pointer at 0x90D8 (size 1, offset 0x36) and compares it against the dword at +8 of each of the two entries at 0x9CD0. A match formats the template at 0xD400 with that entry's string pointer into a 0x100-byte stack buffer, clears the text buffer and appends it; otherwise -0x7FFFFFFFFFFFFFFE is stored at [RCX+0x18], the buffer is cleared and the string at 0xD418 is appended.",bios/ghidra/listings/OemServiceSmm/00007638.asm; bios/decompiled/OemServiceSmm.c,hand-decoded
OemServiceSmm,0x76E4,set_turbo_mode,,state,"Parses the argument after the keyword at 0xAD34 (0x16BC, 0x192C, 0x19A8) and compares the resulting byte against the dword at +8 of each of the two entries at 0x9CD0. A match calls the writer at 0x90D0 with size 1 and offset 0x36 (its return value is not tested), then formats the template at 0xD438 with the matched entry's string pointer into a 0x100-byte stack buffer and appends it. With no match -0x7FFFFFFFFFFFFFFE is stored at [RCX+0x18], the string at 0xAF08 is appended, and the two entries at 0x9CD8 and 0x9CE4 are formatted with 0xADE0 and appended in turn; the input is freed on both paths.",bios/ghidra/listings/OemServiceSmm/000076E4.asm; bios/decompiled/OemServiceSmm.c,hand-decoded
OemServiceSmm,0x78E0,report_unsupported_command,,logic,"Clears the text buffer, stores -0x7FFFFFFFFFFFFFFD at [RCX+0x18], sets the 32-bit field at [RCX+0x14] to 2, appends the string at 0xD468 and returns 0. Nothing outside the output structure is read or written.",bios/ghidra/listings/OemServiceSmm/000078E0.asm; bios/decompiled/OemServiceSmm.c,hand-decoded
Setup,0x00007918,build_and_submit_opaque_struct,,unresolved,"Zeroes three stack structures (0x38, 0x2C and 0x10 bytes at RBP+0x17, RBP-0x19, RBP-0x29) and fills the 0x38 one with 0x4C4B40 at +0, the caller's 4th argument at +8, 0x1000 at +0x10, a zero byte at +0x24 and pointers to the other two at +0x28 and +0x30; the 0x2C one gets (x & 0xFFFFFF06) | 6 at +0, byte 4 at +4, the caller's 2nd argument at +8 and its 3rd at +0x14. It then calls the method at offset 8 of its first argument with (arg1, arg2, &struct, 0). What the structure and the callee are is not decoded here, and no caller inside this module is visible in the listings.",bios/ghidra/listings/Setup/00007918.asm; bios/decompiled/Setup.c,hand-decoded
OemServiceSmm,0x791C,append_keyboard_light_help,,writer,"Sets [RCX+0x14] to 2, clears the text buffer and appends the three strings at 0xD478, 0xD4B0 and 0xD500 through 0x1530, the last as a tail call.",bios/ghidra/listings/OemServiceSmm/0000791C.asm; bios/decompiled/OemServiceSmm.c,hand-decoded
OemServiceSmm,0x7964,handle_set_keyboard_light,,state,"Parses the argument after the keyword at 0xAD34 (0x16BC, 0x192C, 0x19A8). A value below 2 is freed, written through the setter pointer at 0x90D0 with size 1 and offset 0x35, and then used to format the template at 0xD5A8 into a 0x100-byte stack buffer that is appended. A value of 2 or more appends only the string at 0xC818, and a missing or non-numeric argument appends the three strings at 0xD530, 0xD558 and 0xD580; nothing is written on either of those paths.",bios/ghidra/listings/OemServiceSmm/00007964.asm; bios/decompiled/OemServiceSmm.c,hand-decoded
OemServiceSmm,0x7B1C,append_model_id_help,,writer,"Clears the text buffer, appends the strings at 0xD630, 0xD660 and 0xD690, then ten times formats the 3-word entry at 0x9D88 (advancing the pointer by 0xC each time) with the template at 0xADE0 into a 0x100-byte stack buffer and appends the result.",bios/ghidra/listings/OemServiceSmm/00007B1C.asm; bios/decompiled/OemServiceSmm.c,hand-decoded
OemServiceSmm,0x7BC0,get_model_id_name,,reader,"Reads one byte with the reader pointer at 0x90D8 (size 1, offset 0x39) and compares it against the dword at +8 of each of the ten entries at 0x9D80. A match formats the template at 0xD6B0 with that entry's string pointer into a 0x100-byte stack buffer, clears the text buffer and appends it; otherwise -0x7FFFFFFFFFFFFFFE is stored at [RCX+0x18], the buffer is cleared and the string at 0xD6C8 is appended.",bios/ghidra/listings/OemServiceSmm/00007BC0.asm; bios/decompiled/OemServiceSmm.c,hand-decoded
Setup,0x00007C50,update_ec_82_from_setup_byte_7cd,,ec-io,"Allocates 0x7D8 bytes and reads the variable named at RVA 0x262C8 under the GUID {ec87d643-4bb5-eba4-3e3fe5a1-a90db236} through the module's variable wrapper 0x1EA50; on failure it frees the buffer and returns the status. On success it reads EC RAM address 0x82 (0x1BA9C) into a byte, and rewrites it as follows: if the Setup byte at offset 0x7CD is 1 then (value & 0xFD) | 1, if that byte is 0 then value | 3, otherwise unchanged. The modified byte is written back to EC address 0x82 with 0x1BA3C (the 0xA3 07 / 0xA2 lo / 0xA5 sequence) and the 0x7D8-byte variable is written back with 0x1EBD4; the function returns 0. What EC 0x82 holds is not recorded in this repository.",bios/ghidra/listings/Setup/00007C50.asm; bios/decompiled/Setup.c; ec/annotations/registers.yaml,hand-decoded
OemServiceSmm,0x7C6C,set_model_id,,state,"Parses the argument after the keyword at 0xAD34 (0x16BC, 0x192C, 0x19A8) and compares the resulting byte against the dword at +8 of each of the ten entries at 0x9D80. A match calls the writer at 0x90D0 with size 1 and offset 0x39 (its return value is not tested), then formats the template at 0xD6E8 with the matched entry's string pointer into a 0x100-byte stack buffer and appends it. With no match -0x7FFFFFFFFFFFFFFE is stored at [RCX+0x18], the string at 0xAF08 is appended, and the ten entries at 0x9D88 are formatted with 0xADE0 and appended in turn; the input is freed on both paths.",bios/ghidra/listings/OemServiceSmm/00007C6C.asm; bios/decompiled/OemServiceSmm.c,hand-decoded
OemServiceSmm,0x7E68,hex_char_to_value,,logic,"Converts one ASCII character in CL to a nibble value: '0'-'9' return c - 0x30, and the branch at 0x7E80 accepts (c - 0x61) <= 0x19, so 'a'-'f' have 0x20 subtracted before c - 0x37 while 'A'-'F' skip that subtraction; both give 10-15. Any other character falls through the same subtraction and yields 16 or more - the range tests are in the callers (0x7F98, 0x8758), not here.",bios/ghidra/listings/OemServiceSmm/00007E68.asm; bios/decompiled/OemServiceSmm.c,hand-decoded
OemServiceSmm,0x7E98,strncmp_bounded,,logic,"Byte-wise comparison of the strings in RCX and RDX with the count in R8 as a limit: it returns 0 immediately when that count is 0, and otherwise stops at the first NUL byte on either side, at a mismatch, or when the remaining count drops to 1, returning (int)*s1 - (int)*s2 sign-extended to 64 bits. With the standard x86-64 argument registers the count is the third argument, so the zero-count case reports equality rather than a mismatch.",bios/ghidra/listings/OemServiceSmm/00007E98.asm; bios/decompiled/OemServiceSmm.c,hand-decoded
OemServiceSmm,0x7ECC,nop_stub,,unresolved,"Three bytes: c2 00 00, a return with an immediate 0. The function reads no memory, no I/O port and no register, leaves no observable state behind, and nothing in its own three bytes says what it was for, so its role is left unresolved.",bios/ghidra/listings/OemServiceSmm/00007ECC.asm; bios/decompiled/OemServiceSmm.c,hand-decoded
OemServiceSmm,0x7ED0,strnlen_cap_1e6,,logic,"Returns the length of the NUL-terminated string in RCX: 0 when the pointer is NULL or the first byte is 0, otherwise it counts while the counter is below 0xF4240 (1000000), and returns the sentinel 0xF4241 (1000001) if no terminator is found within that bound. The scan tests [RCX + count] with the count already incremented, so the last byte examined is the one at index 0xF4240.",bios/ghidra/listings/OemServiceSmm/00007ED0.asm; bios/decompiled/OemServiceSmm.c,hand-decoded
Setup,0x00007ED4,insert_keyed_entry_and_resolve_string,,logic,"Appends one 0x20-byte record to the array held through the caller's first argument, incrementing the count at the caller's second: a fresh count*0x20 buffer is zeroed, the old contents are copied around an insertion point chosen as the length of the leading run of records whose first 8 bytes are equal, the old buffer is freed, and the new record is written at that index with (*(UINT32*)(arg3+0x48) & 0x10) at +0, *(UINT64*)(arg3+8) at +8 and a newly allocated string buffer at +0x10. That buffer is sized 2*(length of the CHAR16 string at arg3+0x50)+6, formatted with 0x1E3B4 from the format at RVA 0x26250 (or 0x25B68 when the value at +0 is not 0x10), then the formatted text is resolved to a 16-bit index by 0x7D2C and stored at +0x18, and the buffer is cleared and reformatted with 0x25B68 before the caller's array pointer is updated.",bios/ghidra/listings/Setup/00007ED4.asm; bios/decompiled/Setup.c,hand-decoded
OemServiceSmm,0x7EF4,strtoull_base10,,logic,"Parses a decimal string into the 64-bit value at the pointer in R8. It returns 0x8000000000000002 unless the string is non-NULL, the out-pointer is non-NULL and the length from 0x7ED0 is below 0xF4241; it then skips spaces and tabs and leading '0's, accumulates value = value*10 + digit, and stops at the first non-digit, returning 0 with the partial value left in the output. Overflow is caught by the standard test value > (UINT64_MAX - digit)/10, computed here as the high half of (~digit * 0xCCCCCCCCCCCCCCCCCD) shifted right 3; on overflow the output is set to 0xFFFFFFFFFFFFFFFF and 0x8000000000000003 is returned.",bios/ghidra/listings/OemServiceSmm/00007EF4.asm; bios/decompiled/OemServiceSmm.c,hand-decoded
OemServiceSmm,0x7F98,strtoull_base16,,logic,"Parses a hexadecimal string into the 64-bit value at the pointer in R8, with the same argument and length checks as 0x7EF4 (0x8000000000000002 when they fail). After skipping spaces, tabs and leading '0's it accepts a following 'x'/'X' only when the character before it is '0', converts each digit through 0x7E68, and accumulates value = value*16 + digit until the first non-hex character, returning 0. Overflow is caught by value > (0xFFFFFFFFFFFFFFFF - digit) >> 4, which sets the output to 0xFFFFFFFFFFFFFFFF and returns 0x8000000000000003.",bios/ghidra/listings/OemServiceSmm/00007F98.asm; bios/decompiled/OemServiceSmm.c,hand-decoded
